type,metric,team,month,value,mean,severity,confidence,prev_value,severity_score
Sudden Change,Investment Allocations - R,Employee Voice,August → September,0.13,,1.1666666666666667,High,0.06,4.333333333333334
Sudden Change,Investment Allocations - R,Employee Voice,September → October,0.68,,4.230769230769231,High,0.13,10.461538461538462
Sudden Change,Investment Allocations - R,Employee Voice,January → February,0.67,,1.2333333333333336,High,0.3,4.466666666666667
Sudden Change,Investment Allocations - T,Employee Voice,September → October,0.27,,0.5423728813559322,Medium,0.59,2.1593220338983046
Sudden Change,Investment Allocations - T,Employee Voice,November → December,0.33,,1.0625,High,0.16,4.125
Sudden Change,Investment Allocations - M,Employee Voice,September → October,0.05,,0.8214285714285715,Medium,0.28,2.5500000000000003
Sudden Change,Investment Allocations - M,Employee Voice,November → December,0.22,,2.666666666666667,High,0.06,7.333333333333334
Sudden Change,Investment Allocations - M,Employee Voice,December → January,0.46,,1.090909090909091,High,0.22,4.181818181818182
Sudden Change,Investment Allocations - M,Employee Voice,January → February,0.17,,0.6304347826086957,Medium,0.46,2.282608695652174
Sudden Change,PR Review Velocity - X / Wk ,Employee Voice,December → January,25.0,,1.380952380952381,High,10.5,4.761904761904762
Sudden Change,PR Review Velocity - X / FTE Wk,Employee Voice,August → September,11.09,,2.7721088435374153,High,2.94,7.5442176870748305
Sudden Change,PR Review Velocity - X / FTE Wk,Employee Voice,September → October,2.43,,0.7808836789900812,Medium,11.09,2.4932371505861135
Sudden Change,PR Review Velocity - X / FTE Wk,Employee Voice,November → December,5.75,,1.918781725888325,High,1.97,5.83756345177665
Sudden Change,PRS Merged - X/Wk,Employee Voice,December → January,24.0,,1.0869565217391304,High,11.5,4.173913043478261
Sudden Change,PRS Merged -  X/FTE Wk,Employee Voice,August → September,11.31,,2.913494809688581,High,2.89,7.826989619377162
Sudden Change,PRS Merged -  X/FTE Wk,Employee Voice,September → October,2.7,,0.7612732095490715,Medium,11.31,2.4657824933687
Sudden Change,PRS Merged -  X/FTE Wk,Employee Voice,November → December,5.75,,1.5669642857142854,High,2.24,5.133928571428571
Sudden Change,PR Comments - X/Wk,Employee Voice,September → October,21.5,,1.3888888888888888,High,9.0,4.777777777777778
Sudden Change,PR Comments - X/Wk,Employee Voice,November → December,6.5,,0.6904761904761905,Medium,21.0,2.3666666666666667
Sudden Change,PR Comments - X/Wk,Employee Voice,December → January,18.0,,1.7692307692307692,High,6.5,5.538461538461538
Sudden Change,PR Comments - X/FTE Wk,Employee Voice,August → September,10.76,,3.304,High,2.5,8.608
Sudden Change,PR Comments - X/FTE Wk,Employee Voice,September → October,2.05,,0.8094795539033458,Medium,10.76,2.5332713754646843
Sudden Change,PR Comments - X/FTE Wk,Employee Voice,November → December,3.37,,0.861878453038674,Medium,1.81,2.6066298342541434
Sudden Change,Cycle Time (Days) ,Performance Management,September → October,1.08,,0.7786885245901639,Medium,4.88,2.4901639344262296
Sudden Change,Unplanned work %,Performance Management,December → January,13.0,,0.6578947368421053,Medium,38.0,2.3210526315789473
Sudden Change,Unplanned work %,Performance Management,January → February,21.0,,0.6153846153846154,Medium,13.0,2.2615384615384615
Sudden Change,Dispositioned PDR Bugs - Created,Performance Management,September → October,8.0,,1.6666666666666667,High,3.0,5.333333333333334
Sudden Change,Dispositioned PDR Bugs - Created,Performance Management,January → February,16.0,,1.6666666666666667,High,6.0,5.333333333333334
Sudden Change,Dispositioned PDR Bugs - Resolved,Performance Management,July → August,2.0,,0.75,Medium,8.0,2.4499999999999997
Sudden Change,Dispositioned PDR Bugs - Resolved,Performance Management,August → September,7.0,,2.5,High,2.0,7.0
Sudden Change,Dispositioned PDR Bugs - Resolved,Performance Management,September → October,1.0,,0.8571428571428571,Medium,7.0,2.6
Sudden Change,Dispositioned PDR Bugs - Resolved,Performance Management,October → November,4.0,,3.0,High,1.0,8.0
Sudden Change,Dispositioned PDR Bugs - Resolved,Performance Management,January → February,5.0,,0.6666666666666666,Medium,3.0,2.333333333333333
Sudden Change,Commitment %,Performance Management,December → January,0.0,,1.0,Medium,100.0,2.8
Sudden Change,Investment Allocations - R,Performance Management,July → August,59.0,,1.36,High,25.0,4.720000000000001
Sudden Change,Investment Allocations - R,Performance Management,October → November,6.0,,0.7692307692307693,Medium,26.0,2.4769230769230766
Sudden Change,Investment Allocations - R,Performance Management,November → December,27.0,,3.5,High,6.0,9.0
Sudden Change,Investment Allocations - R,Performance Management,December → January,42.0,,0.5555555555555556,Medium,27.0,2.1777777777777776
Sudden Change,Investment Allocations - T,Performance Management,July → August,10.0,,4.0,High,2.0,10.0
Sudden Change,Investment Allocations - T,Performance Management,August → September,4.0,,0.6,Medium,10.0,2.2399999999999998
Sudden Change,Investment Allocations - T,Performance Management,November → December,0.0,,1.0,Medium,3.0,2.8
Sudden Change,Investment Allocations - M,Performance Management,July → August,31.0,,0.5753424657534246,Medium,73.0,2.2054794520547945
Sudden Change,Investment Allocations - M,Performance Management,August → September,60.0,,0.9354838709677419,Medium,31.0,2.7096774193548385
Sudden Change,PR Review Velocity - X / Wk ,Performance Management,January → February,13.0,,1.6,High,5.0,5.2
Sudden Change,PR Review Velocity - X / FTE Wk,Performance Management,January → February,3.43,,2.118181818181818,High,1.1,6.236363636363636
Sudden Change,PRS Merged - X/Wk,Performance Management,August → September,4.5,,0.55,Medium,10.0,2.17
Sudden Change,PRS Merged - X/Wk,Performance Management,September → October,10.0,,1.2222222222222223,High,4.5,4.444444444444445
Sudden Change,PRS Merged - X/Wk,Performance Management,January → February,11.0,,1.2,High,5.0,4.4
Sudden Change,PRS Merged -  X/FTE Wk,Performance Management,August → September,0.79,,0.5927835051546392,Medium,1.94,2.229896907216495
Sudden Change,PRS Merged -  X/FTE Wk,Performance Management,September → October,1.55,,0.9620253164556962,Medium,0.79,2.7468354430379747
Sudden Change,PRS Merged -  X/FTE Wk,Performance Management,January → February,3.04,,2.662650602409639,High,0.83,7.325301204819278
Sudden Change,PR Comments - X/Wk,Performance Management,August → September,6.5,,2.25,High,2.0,6.5
Sudden Change,PR Comments - X/Wk,Performance Management,December → January,1.0,,0.6666666666666666,Medium,3.0,2.333333333333333
Sudden Change,PR Comments - X/Wk,Performance Management,January → February,11.0,,10.0,High,1.0,22.0
Sudden Change,PR Comments - X/FTE Wk,Performance Management,November → December,0.88,,0.7959183673469388,Medium,0.49,2.5142857142857142
Sudden Change,PR Comments - X/FTE Wk,Performance Management,December → January,0.17,,0.8068181818181818,Medium,0.88,2.5295454545454543
Sudden Change,PR Comments - X/FTE Wk,Performance Management,January → February,2.28,,12.411764705882351,High,0.17,26.823529411764703
Sudden Change,Cycle Time (Days) ,Compensation Management,October → November,3.05,,0.6850828729281766,Medium,1.81,2.359116022099447
Sudden Change,Unplanned work %,Compensation Management,September → October,0.04,,0.7333333333333333,Medium,0.15,2.4266666666666667
Sudden Change,Unplanned work %,Compensation Management,October → November,0.01,,0.75,Medium,0.04,2.4499999999999997
Sudden Change,Unplanned work %,Compensation Management,November → December,0.003,,0.7,Medium,0.01,2.38
Sudden Change,Unplanned work %,Compensation Management,December → January,0.03,,9.0,High,0.003,20.0
Sudden Change,Unplanned work %,Compensation Management,January → February,0.05,,0.6666666666666669,Medium,0.03,2.3333333333333335
Sudden Change,Severity 3 Incidents,Compensation Management,October → November,0.0,,1.0,Medium,1.0,2.8
Sudden Change,Dispositioned PDR Bugs - Created,Compensation Management,July → August,0.0,,1.0,Medium,7.0,2.8
Sudden Change,Dispositioned PDR Bugs - Created,Compensation Management,November → December,2.0,,1.0,Medium,1.0,2.8
Sudden Change,Dispositioned PDR Bugs - Created,Compensation Management,December → January,4.0,,1.0,Medium,2.0,2.8
Sudden Change,Dispositioned PDR Bugs - Created,Compensation Management,January → February,7.0,,0.75,Medium,4.0,2.4499999999999997
Sudden Change,Dispositioned PDR Bugs - Resolved,Compensation Management,July → August,1.0,,0.8888888888888888,Medium,9.0,2.6444444444444444
Sudden Change,Dispositioned PDR Bugs - Resolved,Compensation Management,September → October,4.0,,3.0,High,1.0,8.0
Sudden Change,Dispositioned PDR Bugs - Resolved,Compensation Management,October → November,0.0,,1.0,Medium,4.0,2.8
Sudden Change,Dispositioned PDR Bugs - Resolved,Compensation Management,January → February,6.0,,2.0,High,2.0,6.0
Sudden Change,Commitment %,Compensation Management,August → September,1.0,,8.00900900900901,High,0.111,18.01801801801802
Sudden Change,Commitment %,Compensation Management,September → October,0.167,,0.833,Medium,1.0,2.5662
Sudden Change,Commitment %,Compensation Management,October → November,0.33,,0.9760479041916168,Medium,0.167,2.7664670658682633
Sudden Change,Commitment %,Compensation Management,November → December,1.0,,2.03030303030303,High,0.33,6.06060606060606
Sudden Change,Commitment %,Compensation Management,December → January,0.222,,0.778,Medium,1.0,2.4892
Sudden Change,Commitment %,Compensation Management,January → February,0.444,,1.0,Medium,0.222,2.8
Sudden Change,Investment Allocations - R,Compensation Management,July → August,0.67,,0.717948717948718,Medium,0.39,2.405128205128205
Sudden Change,Investment Allocations - T,Compensation Management,July → August,0.17,,3.25,High,0.04,8.5
Sudden Change,Investment Allocations - T,Compensation Management,August → September,0.04,,0.7647058823529411,Medium,0.17,2.4705882352941173
Sudden Change,Investment Allocations - T,Compensation Management,September → October,0.0,,1.0,Medium,0.04,2.8
Sudden Change,Investment Allocations - M,Compensation Management,July → August,0.16,,0.719298245614035,Medium,0.57,2.407017543859649
Sudden Change,Investment Allocations - M,Compensation Management,September → October,0.31,,0.631578947368421,Medium,0.19,2.2842105263157895
Sudden Change,Investment Allocations - M,Compensation Management,October → November,0.13,,0.5806451612903225,Medium,0.31,2.212903225806451
Sudden Change,Investment Allocations - M,Compensation Management,November → December,0.06,,0.5384615384615385,Medium,0.13,2.1538461538461537
Sudden Change,Investment Allocations - M,Compensation Management,January → February,0.19,,2.166666666666667,High,0.06,6.333333333333334
Sudden Change,Investment Allocations - 0,Compensation Management,November → December,0.0,,1.0,Medium,0.16,2.8
Sudden Change,PR Review Velocity - X / FTE Wk,Compensation Management,December → January,2.81,,0.6627218934911243,Medium,1.69,2.327810650887574
Sudden Change,PR Review Velocity - X / FTE Wk,Compensation Management,January → February,1.37,,0.5124555160142349,Medium,2.81,2.117437722419929
Sudden Change,PRS Merged -  X/FTE Wk,Compensation Management,December → January,2.7,,0.5697674418604652,Medium,1.72,2.197674418604651
Sudden Change,PR Comments - X/Wk,Compensation Management,July → August,23.0,,0.5333333333333333,Medium,15.0,2.1466666666666665
Sudden Change,PR Comments - X/Wk,Compensation Management,September → October,23.0,,0.7037037037037037,Medium,13.5,2.385185185185185
Sudden Change,PR Comments - X/Wk,Compensation Management,November → December,48.5,,2.2333333333333334,High,15.0,6.466666666666667
Trend Reversal,Sprint Predictability ,Recognition & Rewards,Mid-period,,,3.0549999999999926,Medium,,4.257749999999992
Trend Reversal,Cycle Time (Days) ,Recognition & Rewards,Mid-period,,,0.5654999999999992,Medium,,1.6437749999999989
Trend Reversal,Unplanned work %,Recognition & Rewards,Mid-period,,,13.2,Medium,,14.909999999999997
Trend Reversal,Dispositioned PDR Bugs - Resolved,Recognition & Rewards,Mid-period,,,1.9,Medium,,3.0449999999999995
Trend Reversal,Commitment %,Recognition & Rewards,Mid-period,,,10.5,Medium,,12.074999999999998
Trend Reversal,Investment Allocations - R,Recognition & Rewards,Mid-period,,,26.25,Medium,,28.612499999999994
Trend Reversal,Investment Allocations - T,Recognition & Rewards,Mid-period,,,0.40000000000000036,Medium,,1.4700000000000002
Trend Reversal,Investment Allocations - M,Recognition & Rewards,Mid-period,,,25.85,Medium,,28.192499999999995
Trend Reversal,PR Review Velocity - X / Wk ,Recognition & Rewards,Mid-period,,,3.6999999999999993,Medium,,4.934999999999999
Trend Reversal,PR Review Velocity - X / FTE Wk,Recognition & Rewards,Mid-period,,,0.7655000000000003,Medium,,1.853775
Trend Reversal,PRS Merged - X/Wk,Recognition & Rewards,Mid-period,,,4.475,Medium,,5.7487499999999985
Trend Reversal,PRS Merged -  X/FTE Wk,Recognition & Rewards,Mid-period,,,0.8605,Medium,,1.9535249999999997
Trend Reversal,PR Comments - X/Wk,Recognition & Rewards,Mid-period,,,3.375,Medium,,4.593749999999999
Trend Reversal,PR Comments - X/FTE Wk,Recognition & Rewards,Mid-period,,,2.5275000000000016,Medium,,3.703875000000001
Trend Reversal,Sprint Predictability ,Onboarding,Mid-period,,,5.734999999999999,Medium,,7.071749999999998
Trend Reversal,Cycle Time (Days) ,Onboarding,Mid-period,,,1.1600000000000001,Medium,,2.268
Trend Reversal,Unplanned work %,Onboarding,Mid-period,,,4.699999999999999,Medium,,5.9849999999999985
Trend Reversal,Severity 1 Incidents,Onboarding,Mid-period,,,0.2,Medium,,1.2599999999999998
Trend Reversal,Dispositioned PDR Bugs - Created,Onboarding,Mid-period,,,10.3,Medium,,11.864999999999998
Trend Reversal,Dispositioned PDR Bugs - Resolved,Onboarding,Mid-period,,,2.5,Medium,,3.6749999999999994
Trend Reversal,Commitment %,Onboarding,Mid-period,,,26.4,Medium,,28.769999999999992
Trend Reversal,Investment Allocations - R,Onboarding,Mid-period,,,12.0,Medium,,13.649999999999999
Trend Reversal,Investment Allocations - T,Onboarding,Mid-period,,,1.9000000000000004,Medium,,3.045
Trend Reversal,Investment Allocations - M,Onboarding,Mid-period,,,10.100000000000001,Medium,,11.655
Trend Reversal,PR Review Velocity - X / FTE Wk,Onboarding,Mid-period,,,0.04500000000000082,Medium,,1.0972500000000007
Trend Reversal,PRS Merged - X/Wk,Onboarding,Mid-period,,,0.02499999999999858,Medium,,1.0762499999999984
Trend Reversal,PRS Merged -  X/FTE Wk,Onboarding,Mid-period,,,0.24499999999999966,Medium,,1.3072499999999994
Trend Reversal,PR Comments - X/Wk,Onboarding,Mid-period,,,4.949999999999999,Medium,,6.247499999999998
Trend Reversal,PR Comments - X/FTE Wk,Onboarding,Mid-period,,,0.4465,Medium,,1.5188249999999996
Trend Reversal,Sprint Predictability ,Recruiting Modernization,Mid-period,,,50.374999999999986,Medium,,53.94374999999997
Trend Reversal,Unplanned work %,Recruiting Modernization,Mid-period,,,9.416666666666668,Medium,,10.9375
Trend Reversal,Dispositioned PDR Bugs - Created,Recruiting Modernization,Mid-period,,,1.25,Medium,,2.3625
Trend Reversal,Dispositioned PDR Bugs - Resolved,Recruiting Modernization,Mid-period,,,0.5,Medium,,1.5749999999999997
Trend Reversal,Commitment %,Recruiting Modernization,Mid-period,,,12.600000000000001,Medium,,14.28
Trend Reversal,Investment Allocations - R,Recruiting Modernization,Mid-period,,,22.5,Medium,,24.674999999999997
Trend Reversal,Investment Allocations - M,Recruiting Modernization,Mid-period,,,1.25,Medium,,2.3625
Trend Reversal,PR Review Velocity - X / Wk ,Recruiting Modernization,Mid-period,,,3.75,Medium,,4.987499999999999
Trend Reversal,PR Review Velocity - X / FTE Wk,Recruiting Modernization,Mid-period,,,0.1775,Medium,,1.2363749999999998
Trend Reversal,PRS Merged - X/Wk,Recruiting Modernization,Mid-period,,,0.625,Medium,,1.7062499999999998
Trend Reversal,PRS Merged -  X/FTE Wk,Recruiting Modernization,Mid-period,,,0.1849999999999996,Medium,,1.2442499999999994
Trend Reversal,PR Comments - X/FTE Wk,Recruiting Modernization,Mid-period,,,1.7108333333333337,Medium,,2.8463749999999997
Trend Reversal,Sprint Predictability ,Recruiting Innovation,Mid-period,,,15.200000000000003,Medium,,17.01
Trend Reversal,Cycle Time (Days) ,Recruiting Innovation,Mid-period,,,0.7324999999999999,Medium,,1.8191249999999997
Trend Reversal,Commitment %,Recruiting Innovation,Mid-period,,,24.074999999999996,Medium,,26.328749999999992
Trend Reversal,Investment Allocations - R,Recruiting Innovation,Mid-period,,,32.0,Medium,,34.64999999999999
Trend Reversal,Investment Allocations - M,Recruiting Innovation,Mid-period,,,30.5,Medium,,33.074999999999996
Trend Reversal,PRS Merged - X/Wk,Recruiting Innovation,Mid-period,,,6.625,Medium,,8.006249999999998
Trend Reversal,PR Comments - X/FTE Wk,Recruiting Innovation,Mid-period,,,2.235,Medium,,3.3967499999999995
Trend Reversal,Sprint Predictability ,Learning Management,Mid-period,,,0.0334500000000002,Medium,,1.0851225
Trend Reversal,Cycle Time (Days) ,Learning Management,Mid-period,,,0.37650000000000006,Medium,,1.4453249999999997
Trend Reversal,Dispositioned PDR Bugs - Resolved,Learning Management,Mid-period,,,0.6000000000000001,Medium,,1.6799999999999997
Trend Reversal,Commitment %,Learning Management,Mid-period,,,69.8,Medium,,74.33999999999999
Trend Reversal,Investment Allocations - R,Learning Management,Mid-period,,,17.549999999999997,Medium,,19.477499999999992
Trend Reversal,Investment Allocations - T,Learning Management,Mid-period,,,17.85,Medium,,19.792499999999997
Trend Reversal,Investment Allocations - M,Learning Management,Mid-period,,,0.2999999999999998,Medium,,1.3649999999999995
Trend Reversal,PR Review Velocity - X / Wk ,Learning Management,Mid-period,,,8.399999999999999,Medium,,9.869999999999997
Trend Reversal,PR Review Velocity - X / FTE Wk,Learning Management,Mid-period,,,0.8399999999999994,Medium,,1.931999999999999
Trend Reversal,PRS Merged - X/Wk,Learning Management,Mid-period,,,7.199999999999999,Medium,,8.609999999999998
Trend Reversal,PRS Merged -  X/FTE Wk,Learning Management,Mid-period,,,0.6949999999999998,Medium,,1.7797499999999995
Trend Reversal,PR Comments - X/Wk,Learning Management,Mid-period,,,8.25,Medium,,9.712499999999999
Trend Reversal,PR Comments - X/FTE Wk,Learning Management,Mid-period,,,0.8250000000000001,Medium,,1.9162499999999998
Trend Reversal,Sprint Predictability ,Employee Voice,Mid-period,,,0.13775000000000015,Medium,,1.1946374999999998
Trend Reversal,Cycle Time (Days) ,Employee Voice,Mid-period,,,2.0649999999999995,Medium,,3.218249999999999
Trend Reversal,Dispositioned PDR Bugs - Created,Employee Voice,Mid-period,,,4.5,Medium,,5.774999999999999
Trend Reversal,Dispositioned PDR Bugs - Resolved,Employee Voice,Mid-period,,,0.75,Medium,,1.8374999999999997
Trend Reversal,Commitment %,Employee Voice,Mid-period,,,0.125,Medium,,1.18125
Trend Reversal,Investment Allocations - R,Employee Voice,Mid-period,,,0.27,Medium,,1.3334999999999997
Trend Reversal,Investment Allocations - T,Employee Voice,Mid-period,,,0.24500000000000002,Medium,,1.3072499999999998
Trend Reversal,Investment Allocations - M,Employee Voice,Mid-period,,,0.024999999999999994,Medium,,1.0762499999999997
Trend Reversal,PR Review Velocity - X / Wk ,Employee Voice,Mid-period,,,0.75,Medium,,1.8374999999999997
Trend Reversal,PR Review Velocity - X / FTE Wk,Employee Voice,Mid-period,,,1.4425000000000008,Medium,,2.5646250000000004
Trend Reversal,PRS Merged - X/Wk,Employee Voice,Mid-period,,,0.375,Medium,,1.4437499999999996
Trend Reversal,PRS Merged -  X/FTE Wk,Employee Voice,Mid-period,,,1.5225000000000004,Medium,,2.648625
Trend Reversal,PR Comments - X/Wk,Employee Voice,Mid-period,,,0.75,Medium,,1.8374999999999997
Trend Reversal,PR Comments - X/FTE Wk,Employee Voice,Mid-period,,,2.2375000000000003,Medium,,3.3993749999999996
Trend Reversal,Cycle Time (Days) ,Performance Management,Mid-period,,,0.6800000000000006,Medium,,1.7640000000000002
Trend Reversal,Unplanned work %,Performance Management,Mid-period,,,2.5,Medium,,3.6749999999999994
Trend Reversal,Dispositioned PDR Bugs - Created,Performance Management,Mid-period,,,6.25,Medium,,7.612499999999999
Trend Reversal,Dispositioned PDR Bugs - Resolved,Performance Management,Mid-period,,,0.25,Medium,,1.3124999999999998
Trend Reversal,Commitment %,Performance Management,Mid-period,,,25.0,Medium,,27.299999999999997
Trend Reversal,Investment Allocations - R,Performance Management,Mid-period,,,8.0,Medium,,9.45
Trend Reversal,Investment Allocations - T,Performance Management,Mid-period,,,3.0,Medium,,4.199999999999999
Trend Reversal,Investment Allocations - M,Performance Management,Mid-period,,,11.25,Medium,,12.862499999999997
Trend Reversal,PR Review Velocity - X / Wk ,Performance Management,Mid-period,,,1.5,Medium,,2.6249999999999996
Trend Reversal,PR Review Velocity - X / FTE Wk,Performance Management,Mid-period,,,0.05499999999999994,Medium,,1.1077499999999998
Trend Reversal,PRS Merged - X/Wk,Performance Management,Mid-period,,,0.625,Medium,,1.7062499999999998
Trend Reversal,PRS Merged -  X/FTE Wk,Performance Management,Mid-period,,,0.02750000000000008,Medium,,1.0788749999999998
Trend Reversal,PR Comments - X/Wk,Performance Management,Mid-period,,,0.625,Medium,,1.7062499999999998
Trend Reversal,PR Comments - X/FTE Wk,Performance Management,Mid-period,,,0.0050000000000000044,Medium,,1.0552499999999998
Trend Reversal,Sprint Predictability ,Compensation Management,Mid-period,,,0.15625,Medium,,1.2140624999999998
Trend Reversal,Cycle Time (Days) ,Compensation Management,Mid-period,,,1.04,Medium,,2.1419999999999995
Trend Reversal,Unplanned work %,Compensation Management,Mid-period,,,0.11925000000000002,Medium,,1.1752125
Trend Reversal,Dispositioned PDR Bugs - Resolved,Compensation Management,Mid-period,,,1.0,Medium,,2.0999999999999996
Trend Reversal,Commitment %,Compensation Management,Mid-period,,,0.1795,Medium,,1.2384749999999998
Trend Reversal,Investment Allocations - R,Compensation Management,Mid-period,,,0.1875,Medium,,1.2468749999999997
Trend Reversal,Investment Allocations - T,Compensation Management,Mid-period,,,0.06,Medium,,1.1129999999999998
Trend Reversal,Investment Allocations - M,Compensation Management,Mid-period,,,0.1975,Medium,,1.2573749999999997
Trend Reversal,Investment Allocations - 0,Compensation Management,Mid-period,,,0.07,Medium,,1.1235
Trend Reversal,Ease of Delivery ,Compensation Management,Mid-period,,,3.0,Medium,,4.199999999999999
Trend Reversal,PR Review Velocity - X / Wk ,Compensation Management,Mid-period,,,2.25,Medium,,3.4124999999999996
Trend Reversal,PR Review Velocity - X / FTE Wk,Compensation Management,Mid-period,,,0.20999999999999974,Medium,,1.2704999999999995
Trend Reversal,PRS Merged - X/Wk,Compensation Management,Mid-period,,,1.5,Medium,,2.6249999999999996
Trend Reversal,PRS Merged -  X/FTE Wk,Compensation Management,Mid-period,,,0.1625000000000001,Medium,,1.2206249999999998
Trend Reversal,PR Comments - X/Wk,Compensation Management,Mid-period,,,15.5,Medium,,17.324999999999996
Trend Reversal,PR Comments - X/FTE Wk,Compensation Management,Mid-period,,,1.6675,Medium,,2.8008749999999996
